GB0007188757;Rio Tinto;rio_tinto;RIO.L;Common Stock;Equity
GB00B63H8491;Rolls-Royce;rolls-royce;RR/.L;Common Stock;Equity
GB00BKKMKR23;RSA Insurance;rsa_insurance;RSA.L;Common Stock;Equity
GB00B8C3BL03;Sage;sage;SGE.L;Common Stock;Equity
GB0002405495;Schroders;schroders;SDR.L;Common Stock;Equity
GB00B5ZN1N88;Segro;segro;SGRO.L;REIT;Equity
GB00B1FH8J72;Severn Trent;severn_trent;SVT.L;Common Stock;Equity
GB00B03MLX29;Shell (Royal Dutch Shell) (A;shell;RDSA.L;Common Stock;Equity
GB00B03MM408;Shel b;shell_b;RDSB.L;Common Stock;Equity
GB0009223206;Smith & Nephew;smithnephew;SN/.L;Common Stock;Equity
GB00B1WY2338;Smiths;smiths;SMIN.L;Common Stock;Equity
IE00B1RR8406;Smurfit Kappa;smurfit_kappa;SKG.L;Common Stock;Equity
GB00BWFGQN14;Spirax-Sarco Engineering;spirax-sarco_engineering_4;SPX.L;Common Stock;Equity
GB0007908733;SSE;sse;SSE.L;Common Stock;Equity
GB0007669376;StJamess Place;stjamess_place;STJ.L;Common Stock;Equity
GB0004082847;Standard Chartered;standard_chartered;STAN.L;Common Stock;Equity
GB00BF8Q6K64;Standard Life Aberdeen;standard_life_aberdeen;SLA.L;Common Stock;Equity
GB0008782301;Taylor Wimpey;taylor_wimpey;TW/.L;Common Stock;Equity
GB0008847096;Tesco;tesco;TSCO.L;Common Stock;Equity
GB00B10RZP78;Unilever;unilever_plc;ULVR.L;Common Stock;Equity
GB00B39J2M42;United Utilities;united_utilities;UU/.L;Common Stock;Equity
GB00BH4HKS39;Vodafone Group;vodafone;VOD.L;Common Stock;Equity
GB00B1KJJ408;Whitbread;whitbread;WTB.L;Common Stock;Equity
GB0006043169;Wm Morrison Supermarkets plc;wm_morrison_supermarkets;MRW.L;Common Stock;Equity
JE00B8KF9B49;WPP 2012 PLC;wpp_2012;WPP.L;Common Stock;Equity
